"","likelihood","bart","expr","rank_size","cancer"
"15",1.33978827150944e-06,0.389,3.17921595835444,1,"UCEC"
"5",7.06685718317953e-28,0.835,3.0417762351323,2,"HNSC"
"12",1.81553147953559e-05,0.374,3.02921852817895,3,"PRAD"
"13",1.49251465151e-07,0.453,3.02658750713866,4,"STES"
"1",6.59993631930797e-11,0.343,3.01590740861471,5,"BLCA"
"3",3.40159778615826e-40,0.949,3.00521125588132,6,"BRCA_2"
"11",0.0986453202276037,0.383,3.00521029412059,7,"LUSC"
"4",4.51176806812908e-18,0.39,3.00178707912469,8,"COAD_READ"
"10",0.00426020002826226,0.434,2.99420950414978,9,"LUAD"
"2",0.0683977123380524,0.389,2.92728233287414,10,"BRCA_1"
"7",4.41480677837745e-15,0.899,2.85779701145995,11,"KIRC"
"14",1.12227467490085e-09,0.545,2.82934675645064,12,"THCA"
"6",0.00126596722704054,0.298,2.81508566887083,13,"KICH"
"8",9.77748300778693e-08,0.877,2.68944410293775,14,"KIRP"
"9",2.85182128621241e-17,0.321,2.50672852508366,15,"LIHC"
