"","likelihood","bart","expr","rank_size","cancer"
"12",0.000597625640496561,0.349,2.09455299142238,1,"PRAD"
"2",4.41172315858532e-12,0.481,2.03398928330903,2,"BRCA_1"
"3",0.708401033951829,0.814,1.99875069161871,3,"BRCA_2"
"11",6.0872013994838e-09,0.432,1.96669382723424,4,"LUSC"
"1",0.66850697099598,0.769,1.9627233568396,5,"BLCA"
"15",6.36854969097961e-08,0.72,1.82838699714478,6,"UCEC"
"10",4.92305950009842e-06,0.295,1.79865833330283,7,"LUAD"
"7",0.0538832874448021,0.356,1.79689373303777,8,"KIRC"
"14",0.955923245777734,0.146,1.78577623457822,9,"THCA"
"4",0.46227204822038,0.444,1.7753952380826,10,"COAD_READ"
"9",0.62458507556627,0.384,1.74896341232967,11,"LIHC"
"13",0.000417245968475704,0.321,1.73181202190905,12,"STES"
"8",0.0987718514192577,0.303,1.72352446140351,13,"KIRP"
"6",0.596011388568714,0.521,1.58529428301808,14,"KICH"
"5",1.57120544877882e-10,0.366,1.36636132451874,15,"HNSC"
