"","likelihood","bart","expr","rank_size","cancer"
"13",0.00686583103461715,0.963,4.91628971175358,1,"STES"
"15",2.49738572468996e-05,0.779,4.88712301431851,2,"UCEC"
"14",0.000235283131685089,0.975,4.75108683542868,3,"THCA"
"12",0.0295437745845386,0.64,4.70904867069379,4,"PRAD"
"6",9.96584591492152e-12,0.409,4.56357818026508,5,"KICH"
"4",6.67113580901917e-06,0.964,4.52008845540673,6,"COAD_READ"
"8",2.61614265507564e-07,0.986,4.5067617154695,7,"KIRP"
"1",0.0401195432529908,0.342,4.45918761450431,8,"BLCA"
"9",7.4010827185537e-16,0.736,4.37733116519392,9,"LIHC"
"2",0.00556810978720057,0.818,4.33803015480473,10,"BRCA_1"
"10",0.00439794447662967,0.968,4.21029679333659,11,"LUAD"
"7",0.0136089108888431,0.881,4.10215823835464,12,"KIRC"
"3",0.000510460915418924,0.771,4.08906361475045,13,"BRCA_2"
"11",0.312131918601285,0.969,3.88027479193162,14,"LUSC"
"5",2.97275350452579e-06,0.945,3.8122869755796,15,"HNSC"
