"","likelihood","bart","expr","rank_size","cancer"
"7",0.973623670379566,0.681,0.361486516050196,1,"KIRC"
"13",0.407047206017637,0.858,-0.232215238488014,2,"STES"
"3",0.531964861758057,0.263,-0.257821414654496,3,"BRCA_2"
"10",0.183889614701696,0.778,-0.443861639921088,4,"LUAD"
"11",0.078840301078759,0.833,-0.561042995286157,5,"LUSC"
"2",0.0858314725377465,0.582,-0.741669166689676,6,"BRCA_1"
"5",0.685550796823941,0.661,-0.870403629950343,7,"HNSC"
"8",0.680928685370896,0.204,-1.01780638473659,8,"KIRP"
"15",0.151803109196965,0.337,-1.10046971828444,9,"UCEC"
"14",0.989387441546725,0.781,-1.14424808143937,10,"THCA"
"12",0.683968195613042,0.919,-1.20722843685725,11,"PRAD"
"9",0.828689697392937,0.857,-1.26348293920461,12,"LIHC"
"4",0.848450522826918,0.863,-1.29059219291893,13,"COAD_READ"
"1",0.585858486148272,0.23,-1.53146420715795,14,"BLCA"
"6",0.893743821176675,0.27,-1.60870300762523,15,"KICH"
