"","likelihood","bart","expr","rank_size","cancer"
"7",0.43424184262039,0.943,1.50566870892518,1,"KIRC"
"13",0.0124719906760565,0.324,0.530236243305871,2,"STES"
"2",0.246759421712008,0.378,0.528716691137218,3,"BRCA_1"
"14",0.00497437575962853,0.57,0.215718749062327,4,"THCA"
"3",0.114893559140627,0.705,0.174783297788016,5,"BRCA_2"
"6",0.149734821471763,0.502,-0.0336217798626826,6,"KICH"
"12",0.000490259590238815,0.402,-0.0517283462568151,7,"PRAD"
"15",0.24304968783227,0.272,-0.0626456805190021,8,"UCEC"
"10",0.00604819307587498,0.306,-0.251235162763037,9,"LUAD"
"5",0.160013079756898,0.665,-0.319919401565667,10,"HNSC"
"11",0.233237181733246,0.203,-0.415469273512713,11,"LUSC"
"1",0.00176070701334791,0.137,-0.569840625480917,12,"BLCA"
"9",9.65650081884689e-07,0.347,-0.631600053274634,13,"LIHC"
"4",0.00114136266849442,0.227,-0.787773848585021,14,"COAD_READ"
"8",0.00646115963068408,0.889,-0.984792593728632,15,"KIRP"
