"","likelihood","bart","expr","rank_size","cancer"
"13",0.048159937339245,0.809,2.03778449851122,1,"STES"
"2",0.035663229389189,0.914,1.71469544792997,2,"BRCA_1"
"14",0.800308602347552,0.935,1.68516316114411,3,"THCA"
"3",0.0223654025446463,0.95,1.65951379593773,4,"BRCA_2"
"11",9.19475899417029e-06,0.884,1.64907598898752,5,"LUSC"
"10",0.056908462685803,0.885,1.53526366486137,6,"LUAD"
"7",0.0139374548615029,0.865,1.42634210137755,7,"KIRC"
"6",0.553457385342132,0.685,1.41821525245799,8,"KICH"
"8",0.646010774441981,0.945,1.34556723621332,9,"KIRP"
"12",0.648038400425561,0.858,1.28209086555783,10,"PRAD"
"4",0.00263707937605562,0.736,1.26186973630432,11,"COAD_READ"
"1",8.94421039247354e-07,0.898,1.25579312782047,12,"BLCA"
"5",0.218350527950095,0.908,1.22949147677246,13,"HNSC"
"15",0.163349978805799,0.853,0.921295758703912,14,"UCEC"
"9",0.00189739275238361,0.93,0.458683141732216,15,"LIHC"
