"","likelihood","bart","expr","rank_size","cancer"
"13",0.000301013827830116,0.954,4.07653439012313,1,"STES"
"3",0.176182285779258,0.234,3.92034365031076,2,"BRCA_2"
"9",0.517842178723267,0.292,3.91195376191921,3,"LIHC"
"5",0.353519949678221,0.905,3.77658813652533,4,"HNSC"
"10",0.485181480219339,0.836,3.72892667519531,5,"LUAD"
"15",0.435637622732427,0.381,3.52245171292632,6,"UCEC"
"4",0.00711464460348641,0.9,3.46041168912707,7,"COAD_READ"
"1",9.23217823859949e-07,0.119,3.45174298994195,8,"BLCA"
"14",0.0391390265005523,0.935,3.37669276443129,9,"THCA"
"11",1.45011391152245e-06,0.699,3.3084551099201,10,"LUSC"
"2",2.1438655371743e-05,0.38,2.93965543223295,11,"BRCA_1"
"7",0.448129498790327,0.971,2.93679340263386,12,"KIRC"
"8",0.00513578159837135,0.983,2.83519519001425,13,"KIRP"
"12",0.00787164631930294,0.421,2.69250601935948,14,"PRAD"
"6",0.944259451296687,0.182,2.3815481398849,15,"KICH"
