"","likelihood","bart","expr","rank_size","cancer"
"1",1.79441605042525e-35,0.475,3.44995897991155,1,"BLCA"
"15",2.48656918880626e-31,0.432,3.31719332914937,2,"UCEC"
"3",2.54193476287321e-60,0.365,3.21001640050168,3,"BRCA_2"
"4",9.07472097682764e-30,0.473,3.12868149716045,4,"COAD_READ"
"5",1.56880944647973e-82,0.706,3.05234099300198,5,"HNSC"
"12",6.44401131775685e-32,0.647,3.02043914549927,6,"PRAD"
"11",1.77817045285874e-21,0.474,3.00961022981192,7,"LUSC"
"2",6.76269429374444e-62,0.613,2.90723088178083,8,"BRCA_1"
"10",5.65115106655817e-59,0.49,2.77148284479147,9,"LUAD"
"13",3.78426887538657e-65,0.465,2.68319260662788,10,"STES"
"14",1.45514860267729e-25,0.781,2.64190172914696,11,"THCA"
"8",6.60589728682123e-15,0.869,2.40103586061487,12,"KIRP"
"7",7.65317851017085e-05,0.943,2.23335319977187,13,"KIRC"
"6",0.237920619192215,0.482,2.19648764104586,14,"KICH"
"9",8.55758398624409e-79,0.524,1.84536236724333,15,"LIHC"
