"","likelihood","bart","expr","rank_size","cancer"
"1",1.50388540750756e-05,0.812,3.64087149919491,1,"BLCA"
"13",2.47905813335149e-22,0.786,3.22927162793956,2,"STES"
"4",6.49898554729153e-10,0.695,3.10423751185699,3,"COAD_READ"
"11",0.730140824117871,0.895,2.82647302088729,4,"LUSC"
"12",0.0346374730634533,0.829,2.72837848947096,5,"PRAD"
"5",3.63929114500692e-52,0.16,2.67286753741007,6,"HNSC"
"8",0.00298432306516432,0.495,2.66141897879761,7,"KIRP"
"10",1.91481521488433e-22,0.882,2.63710363517712,8,"LUAD"
"15",8.95705715095615e-07,0.936,2.55409812951547,9,"UCEC"
"3",3.33849872795318e-10,0.587,2.46574440634933,10,"BRCA_2"
"2",7.83491886077995e-06,0.931,2.19450143452644,11,"BRCA_1"
"14",0.277497647102089,0.684,2.13039993546095,12,"THCA"
"7",0.000298153608399801,0.379,2.118183255344,13,"KIRC"
"6",0.533974454185138,0.82,1.96798397047265,14,"KICH"
"9",8.0793897270929e-35,0.824,1.19013436394599,15,"LIHC"
