"","likelihood","bart","expr","rank_size","cancer"
"1",0.373498300397196,0.626,1.25445004612593,2,"BLCA"
"2",0.097644805653963,0.869,0.977221803217848,8,"BRCA_1"
"3",0.332217735011093,0.968,1.32271824209177,1,"BRCA_2"
"4",0.028887478024448,0.597,1.19889603088855,4,"COAD_READ"
"5",0.0922004765456775,0.946,0.949259143588079,9,"HNSC"
"6",0.607363283438609,0.757,0.779942764321437,11,"KICH"
"7",0.582383952217356,0.937,0.714450163676856,13,"KIRC"
"8",0.462215162172047,0.948,0.548338169962241,14,"KIRP"
"9",2.53186712880444e-05,0.789,0.468326689849171,15,"LIHC"
"10",0.271150102429217,0.834,1.08960984241597,6,"LUAD"
"11",0.186713562738187,0.716,1.23974624288921,3,"LUSC"
"12",0.721832399581628,0.846,0.831410094626234,10,"PRAD"
"13",0.191243380672247,0.729,1.0618197660345,7,"STES"
"14",0.0571564616497041,0.848,0.739290724408197,12,"THCA"
"15",0.355339832150908,0.839,1.16851608388465,5,"UCEC"
