"","likelihood","bart","expr","rank_size","cancer"
"12",6.06027285369903e-08,0.355,3.74597414731103,1,"PRAD"
"2",1.53733875211631e-18,0.353,3.67011156699125,2,"BRCA_1"
"11",1.55510746743945e-07,0.32,3.63692716977465,3,"LUSC"
"3",8.861241347639e-06,0.784,3.60826613539088,4,"BRCA_2"
"14",2.00584462977068e-06,0.214,3.56742933490576,5,"THCA"
"10",3.39928017257109e-12,0.296,3.50769270652368,6,"LUAD"
"1",8.10256346297059e-18,0.823,3.49465504528764,7,"BLCA"
"15",7.40293604553716e-10,0.597,3.43556270025007,8,"UCEC"
"13",1.25074602704953e-32,0.327,3.38950482942728,9,"STES"
"4",0.233465625211589,0.492,3.38102925006766,10,"COAD_READ"
"5",2.79536210535665e-16,0.373,3.34046217596686,11,"HNSC"
"7",3.68886780018656e-07,0.165,3.33877709448812,12,"KIRC"
"6",0.927842936551999,0.845,3.19230975983262,13,"KICH"
"8",0.0439476004875833,0.334,3.08998737701331,14,"KIRP"
"9",4.00638193137077e-23,0.387,2.99114824337953,15,"LIHC"
