"","likelihood","bart","expr","rank_size","cancer"
"6",0.0075849207697583,0.163,3.76892421898703,1,"KICH"
"11",0.41923216360539,0.169,3.70587776347957,2,"LUSC"
"4",0.027031593184951,0.278,3.4815155805319,3,"COAD_READ"
"13",0.0474281767701803,0.148,3.35982314988248,4,"STES"
"5",0.0588209709172316,0.117,3.32863751372471,5,"HNSC"
"12",0.00266982004387125,0.157,3.26629999757573,6,"PRAD"
"10",0.502716739982783,0.151,3.10163422217649,7,"LUAD"
"3",0.562128249425355,0.551,3.10102031538846,8,"BRCA_2"
"2",1.53794249160457e-05,0.11,2.99485661644505,9,"BRCA_1"
"15",0.0198803010212885,0.301,2.97111611389564,10,"UCEC"
"9",0.000135361561419556,0.114,2.95638470070235,11,"LIHC"
"1",0.0906690252755793,0.579,2.92882227205142,12,"BLCA"
"14",0.0527600022157035,0.11,2.74250418361401,13,"THCA"
"8",0.287435567667874,0.183,2.38186298483442,14,"KIRP"
"7",0.533948193381674,0.225,2.38021594304318,15,"KIRC"
