"","likelihood","bart","expr","rank_size","cancer"
"12",2.30938849450637e-06,0.33,5.89240438295464,1,"PRAD"
"2",8.7354157916579e-09,0.759,4.69753948487156,2,"BRCA_1"
"15",6.57860491542097e-07,0.797,3.42472271197558,3,"UCEC"
"10",2.55607870661329e-05,0.511,2.65055952809265,4,"LUAD"
"3",0.092301597477442,0.332,1.9812331352925,5,"BRCA_2"
"4",0.735495307783354,0.603,1.75130978670156,6,"COAD_READ"
"13",1.60294967203493e-05,0.583,1.74001500103761,7,"STES"
"1",0.08670639294934,0.675,0.285219793512458,8,"BLCA"
"11",0.0564660540720441,0.204,-0.289445695258208,9,"LUSC"
"5",1.26948965872173e-09,0.346,-1.08465879152208,10,"HNSC"
"9",0.000626475102671273,0.399,-1.46662354487095,11,"LIHC"
"7",0.351203283631916,0.371,-1.47619441098789,12,"KIRC"
"14",0.640924487214967,0.625,-1.6665988814318,13,"THCA"
"8",0.515922087040679,0.529,-1.69893438312109,14,"KIRP"
"6",0.570276653983339,0.356,-1.83009426702855,15,"KICH"
