"","likelihood","bart","expr","rank_size","cancer"
"5",6.7917767779106e-06,0.032,3.17392915779168,1,"HNSC"
"1",4.24738945148627e-07,0.893,2.9975164045143,2,"BLCA"
"11",3.84580489678397e-18,0.376,2.83863370851559,3,"LUSC"
"14",0.0120468369085369,0.474,2.59502340179168,4,"THCA"
"2",1.07597235740696e-05,0.94,2.42448723880395,5,"BRCA_1"
"3",0.125340241473975,0.185,2.3444831191322,6,"BRCA_2"
"15",0.966978636841942,0.93,2.03810724282778,7,"UCEC"
"4",0.844765099189783,0.323,1.9399888018504,8,"COAD_READ"
"13",5.10229952485934e-21,0.176,1.93234749164776,9,"STES"
"10",3.05715476093067e-09,0.571,1.78896994862665,10,"LUAD"
"7",0.0954688479576592,0.174,1.5792950110605,11,"KIRC"
"12",0.947760378714594,0.769,1.12781044190499,12,"PRAD"
"8",0.442483258308541,0.103,1.04325811180064,13,"KIRP"
"6",0.0287470776239439,0.954,0.401060434227647,14,"KICH"
"9",0.802113148497095,0.291,-0.00843729585107137,15,"LIHC"
