"","likelihood","bart","expr","rank_size","cancer"
"13",2.26307862901104e-21,0.843,3.07549418562509,1,"STES"
"12",0.000455976878668076,0.814,3.03256227335586,2,"PRAD"
"3",1.46329734729115e-19,0.93,3.03242171325811,3,"BRCA_2"
"11",2.39436294409656e-32,0.876,2.99546632025758,4,"LUSC"
"4",4.13358519391399e-06,0.959,2.90628851073366,5,"COAD_READ"
"5",1.85488396418116e-46,0.859,2.86820874204537,6,"HNSC"
"15",1.40523269443237e-20,0.844,2.75635516905965,7,"UCEC"
"2",2.1408600183222e-55,0.844,2.65975559248079,8,"BRCA_1"
"1",8.41569239305187e-16,0.829,2.65714507887544,9,"BLCA"
"10",1.11512061221677e-13,0.837,2.64139647147631,10,"LUAD"
"7",4.28901622125574e-09,0.596,2.61392509491665,11,"KIRC"
"14",0.000333342876098453,0.768,2.57163683098545,12,"THCA"
"8",3.72501473652206e-08,0.877,2.37052794128164,13,"KIRP"
"9",1.58649924268753e-12,0.893,2.10048432940165,14,"LIHC"
"6",1.85053354087499e-15,0.874,2.05074996738483,15,"KICH"
