"","likelihood","bart","expr","rank_size","cancer"
"15",1.47580884332613e-44,0.488,3.95144395760518,1,"UCEC"
"11",2.27362017189194e-12,0.863,3.86652050875184,2,"LUSC"
"1",1.23776135750769e-31,0.436,3.6772578984702,3,"BLCA"
"4",0.995888689309312,0.759,3.63284961273567,4,"COAD_READ"
"3",0.0169130459069854,0.714,3.62828649465379,5,"BRCA_2"
"14",3.17883634181348e-06,0.845,3.58554468873172,6,"THCA"
"12",8.1933935440736e-13,0.424,3.49211465370384,7,"PRAD"
"5",4.27357994326694e-37,0.902,3.49137470224522,8,"HNSC"
"6",7.69307033319328e-15,0.842,3.47918850797808,9,"KICH"
"8",0.0229372168495771,0.886,3.44845845825502,10,"KIRP"
"10",0.0417807938770425,0.627,3.36494035631432,11,"LUAD"
"2",1.32584592600479e-08,0.666,3.33242830497512,12,"BRCA_1"
"13",5.26712799305164e-09,0.685,3.27578697766163,13,"STES"
"7",1.49515186280153e-05,0.551,3.26133588807151,14,"KIRC"
"9",1.85115132077159e-75,0.815,2.87204979277048,15,"LIHC"
