"","likelihood","bart","expr","rank_size","cancer"
"15",2.13045771861162e-06,0.621,2.65848404788111,1,"UCEC"
"12",0.0132113972957059,0.518,2.52658308757415,2,"PRAD"
"1",0.0351010327350096,0.417,2.45632109130453,3,"BLCA"
"8",0.000535210850769394,0.926,2.43135716162845,4,"KIRP"
"11",0.85890077922591,0.86,2.26486372215516,5,"LUSC"
"6",0.00612143699694061,0.73,2.24157328574381,6,"KICH"
"14",0.451729896839916,0.953,2.20474996300664,7,"THCA"
"5",0.000210690678852618,0.942,2.18757479391034,8,"HNSC"
"4",0.378295093872619,0.943,2.15435181899318,9,"COAD_READ"
"9",0.297047655682209,0.8,2.15239866274274,10,"LIHC"
"3",0.000412470071940846,0.81,2.01095609499622,11,"BRCA_2"
"10",0.0897137661139673,0.906,1.96710859385485,12,"LUAD"
"7",0.00178543118411693,0.676,1.94633483989223,13,"KIRC"
"2",2.48500454357725e-05,0.826,1.92481007517934,14,"BRCA_1"
"13",0.0265954594411888,0.91,1.72080020554372,15,"STES"
