"","likelihood","bart","expr","rank_size","cancer"
"1",7.67108170497786e-14,0.923,2.08579553307521,5,"BLCA"
"2",7.11166063241789e-23,0.903,2.13320454626871,3,"BRCA_1"
"3",1.21381638949479e-31,0.97,2.09729785107419,4,"BRCA_2"
"4",9.35268041731841e-12,0.65,1.92787805598492,7,"COAD_READ"
"5",4.18868644621676e-24,0.877,1.73593633108789,11,"HNSC"
"6",1.32338158613686e-30,0.956,1.80390302803538,9,"KICH"
"7",1.2576103565535e-31,0.789,1.70188086697798,13,"KIRC"
"8",2.17814535587852e-24,0.894,1.63815989688638,14,"KIRP"
"9",1.16902406821291e-66,0.88,1.42762182629378,15,"LIHC"
"10",6.15796798115676e-14,0.885,2.05391364729323,6,"LUAD"
"11",1.88634546965749e-49,0.904,2.20124263671586,2,"LUSC"
"12",1.04469063274401e-21,0.885,1.80011397401265,10,"PRAD"
"13",7.45542274198444e-81,0.606,2.23387852414561,1,"STES"
"14",2.95585328741205e-22,0.872,1.82203252689597,8,"THCA"
"15",2.02143782897158e-30,0.941,1.71792425774631,12,"UCEC"
