"","likelihood","bart","expr","rank_size","cancer"
"7",8.92314211044651e-06,0.683,3.29206468535124,1,"KIRC"
"5",4.8056483378495e-05,0.488,2.59083518681011,2,"HNSC"
"14",0.152825891184938,0.656,2.42270183558488,3,"THCA"
"8",0.00204328467986941,0.353,2.32066921804989,4,"KIRP"
"11",0.00726148509107694,0.595,2.24378556618031,5,"LUSC"
"12",0.000256658509738332,0.242,1.98784796582832,6,"PRAD"
"10",2.24755387141051e-06,0.44,1.70864315007815,7,"LUAD"
"13",0.19537235710242,0.234,1.69929317977664,8,"STES"
"9",5.38907331888409e-17,0.335,1.69046814385941,9,"LIHC"
"3",1.05555951477862e-08,0.596,1.51964153844974,10,"BRCA_2"
"2",0.998289010995164,0.265,1.48908369389134,11,"BRCA_1"
"6",6.29469947035745e-12,0.109,1.44629825695808,12,"KICH"
"1",3.66112191393649e-22,0.131,0.969013761553827,13,"BLCA"
"4",6.43850579022502e-05,0.359,0.770346109723171,14,"COAD_READ"
"15",5.81336528075344e-13,0.135,0.625506872162237,15,"UCEC"
