"","likelihood","bart","expr","rank_size","cancer"
"2",0.878775526577306,0.843,2.48769400953868,1,"BRCA_1"
"10",0.509769074679293,0.727,2.43177652667735,2,"LUAD"
"3",0.490303210242132,0.674,2.42291571236662,3,"BRCA_2"
"7",0.725766721153904,0.635,2.29083075671463,4,"KIRC"
"11",0.776526106627283,0.809,2.26579800828605,5,"LUSC"
"9",0.103982131022141,0.747,2.26280704311783,6,"LIHC"
"13",0.363450735217913,0.803,2.13483072297158,7,"STES"
"14",0.405401255422337,0.664,2.10439445854713,8,"THCA"
"15",0.860135608115481,0.687,2.06876998925316,9,"UCEC"
"1",0.379569255339305,0.711,2.05190586073426,10,"BLCA"
"8",0.699156816334774,0.756,2.03605580135053,11,"KIRP"
"12",0.367153599739487,0.592,1.93741198920896,12,"PRAD"
"4",0.226651050633017,0.866,1.91156084531593,13,"COAD_READ"
"5",0.193803133995947,0.793,1.90125923245406,14,"HNSC"
"6",0.22633798124878,0.396,1.18150110633605,15,"KICH"
