"","likelihood","bart","expr","rank_size","cancer"
"7",1.4465070686038e-05,0.696,2.17942782411988,1,"KIRC"
"14",0.0159677397337736,0.254,1.21666693897833,2,"THCA"
"10",5.79518933482874e-18,0.181,1.12947325002517,3,"LUAD"
"3",2.78100593767629e-08,0.675,0.914619552715294,4,"BRCA_2"
"2",3.12636449994878e-10,0.178,0.87811103442657,5,"BRCA_1"
"13",2.10025548460756e-17,0.173,0.840433315206213,6,"STES"
"6",0.00474324785015926,0.483,0.638239043568339,7,"KICH"
"12",3.88668448956156e-12,0.207,0.443498793117476,8,"PRAD"
"8",0.000277648843129792,0.686,0.307948236192177,9,"KIRP"
"5",9.23813867519082e-17,0.328,0.247566123729169,10,"HNSC"
"11",5.42340462496942e-05,0.107,0.196978134027599,11,"LUSC"
"9",6.39985239112298e-20,0.096,0.0447875346569398,12,"LIHC"
"1",4.50706936530621e-14,0.141,-0.0948607968944064,13,"BLCA"
"15",1.94012265056648e-09,0.157,-0.115137650940271,14,"UCEC"
"4",5.73146639597637e-21,0.093,-0.116669823882145,15,"COAD_READ"
