"","likelihood","bart","expr","rank_size","cancer"
"12",4.63687628511448e-32,0.324,3.40442176866749,1,"PRAD"
"13",7.51107842043951e-20,0.362,3.27489130902466,2,"STES"
"4",4.44528500195988e-10,0.629,3.21331729855849,3,"COAD_READ"
"2",1.58339561740688e-56,0.68,3.07174198539231,4,"BRCA_1"
"3",4.99361144719023e-46,0.898,3.01120985566954,5,"BRCA_2"
"11",1.90256189334633e-35,0.645,2.99416445139061,6,"LUSC"
"15",5.4701446087757e-34,0.698,2.78369210276179,7,"UCEC"
"1",4.05529825286101e-14,0.713,2.7804154981391,8,"BLCA"
"5",1.28040688063223e-44,0.735,2.73898422948475,9,"HNSC"
"10",3.88365532762065e-34,0.447,2.62993934954936,10,"LUAD"
"8",2.21898799980328e-28,0.728,2.47169717460983,11,"KIRP"
"7",3.61661981025567e-28,0.364,2.38303276778939,12,"KIRC"
"14",2.86100519483498e-11,0.603,2.25568194912555,13,"THCA"
"6",1.09016148485142e-25,0.916,2.23910740756692,14,"KICH"
"9",2.72595933288888e-29,0.726,2.23724335385433,15,"LIHC"
