"","likelihood","bart","expr","rank_size","cancer"
"1",0.5,0.356,-2.09894550861049,6,"BLCA"
"2",0.5,0.738,-2.27664596729248,13,"BRCA_1"
"3",0.5,0.416,-2.14257049414458,7,"BRCA_2"
"4",0.5,0.548,-2.25358698167907,10,"COAD_READ"
"5",0.5,0.68,-1.84945251967573,4,"HNSC"
"6",0.5,0.64,-2.29611989233927,15,"KICH"
"7",0.5,0.704,-2.16629328787211,8,"KIRC"
"8",0.5,0.581,-1.5273933705894,2,"KIRP"
"9",0.5,0.736,-2.26098121538192,11,"LIHC"
"10",0.5,0.616,-2.16728335723493,9,"LUAD"
"11",0.5,0.73,-1.36848110808281,1,"LUSC"
"12",0.5,0.733,-2.27222375250242,12,"PRAD"
"13",0.5,0.656,-1.88475313866629,5,"STES"
"14",0.5,0.689,-2.29377958076339,14,"THCA"
"15",0.5,0.344,-1.69013710667649,3,"UCEC"
