"","likelihood","bart","expr","rank_size","cancer"
"2",0.193963618633386,0.907,1.59999188523429,1,"BRCA_1"
"13",0.0115793500533944,0.908,1.59908084159272,2,"STES"
"3",0.113126698149729,0.82,1.36087103873705,3,"BRCA_2"
"12",5.35584157933693e-07,0.908,1.31436402277346,4,"PRAD"
"7",0.577684722116989,0.812,1.29788845908419,5,"KIRC"
"10",4.65311225190855e-08,0.938,1.28994153867078,6,"LUAD"
"14",0.437736794731457,0.848,1.26942141737236,7,"THCA"
"11",0.414780111990307,0.847,1.17051041739713,8,"LUSC"
"5",0.00106140853853861,0.8,1.07223858518099,9,"HNSC"
"4",0.897589360930557,0.753,1.05217912292929,10,"COAD_READ"
"8",6.45078786200859e-07,0.741,1.02613935792399,11,"KIRP"
"15",4.38144699570113e-08,0.894,0.987050954288739,12,"UCEC"
"6",0.244614085708504,0.444,0.930502067652531,13,"KICH"
"1",3.98422213848612e-06,0.597,0.916465862413538,14,"BLCA"
"9",2.1707987697134e-05,0.852,0.483390717505277,15,"LIHC"
