"","likelihood","bart","expr","rank_size","cancer"
"13",1.12642931586883e-05,0.21,3.1703134107033,1,"STES"
"4",0.395661885413548,0.496,2.76994185233811,2,"COAD_READ"
"11",0.148149134516256,0.253,2.71172910783406,3,"LUSC"
"15",1.15614041707882e-18,0.757,2.66020160751597,4,"UCEC"
"3",1.13467992090748e-08,0.602,2.61523480964436,5,"BRCA_2"
"10",0.00593517457559545,0.181,2.53876884797464,6,"LUAD"
"2",8.13478651758304e-09,0.35,2.52166814329766,7,"BRCA_1"
"12",0.960067712557055,0.176,2.50493780893303,8,"PRAD"
"1",6.8206799667474e-18,0.898,2.48390573636697,9,"BLCA"
"5",1.34875045404226e-09,0.169,2.45391298259059,10,"HNSC"
"6",0.0629844123739793,0.644,2.41455261652934,11,"KICH"
"8",0.933586227417177,0.2,2.3290945237469,12,"KIRP"
"14",0.863703788513803,0.138,2.15740734673638,13,"THCA"
"7",0.474043889656625,0.157,2.01367032752387,14,"KIRC"
"9",3.94572372263118e-39,0.235,1.80912626572893,15,"LIHC"
