"","likelihood","bart","expr","rank_size","cancer"
"11",0.219630336663325,0.298,-2.30258501146646,1,"LUSC"
"13",1.72119066615457e-26,0.456,-2.30258505626343,2,"STES"
"7",4.13879227867512e-50,0.351,-2.30258506541348,3,"KIRC"
"2",1.54588150567389e-121,0.61,-2.30258506694712,4,"BRCA_1"
"14",1.96021154323271e-38,0.227,-2.30258507859707,5,"THCA"
"8",1.38660764778704e-05,0.091,-2.30258508257802,6,"KIRP"
"4",2.48212709176913e-08,0.49,-2.30258510122119,7,"COAD_READ"
"3",0.00351244250802567,0.319,-2.3025851020611,8,"BRCA_2"
"1",1.12193239808238e-08,0.77,-2.30258511289081,9,"BLCA"
"10",1.10881539941818e-37,0.337,-2.30258512271017,10,"LUAD"
"15",8.16191117835818e-07,0.738,-2.30258512439847,11,"UCEC"
"6",1.97404110532156e-11,0.754,-2.30258513527435,12,"KICH"
"5",0.0716048939599482,0.372,-2.30258514381052,13,"HNSC"
"9",0.000220815068141795,0.362,-2.30258516853115,14,"LIHC"
"12",4.21631593298519e-19,0.555,-2.30258517155925,15,"PRAD"
