"","likelihood","bart","expr","rank_size","cancer"
"13",0.397162557361898,0.303,1.57446734616164,1,"STES"
"14",0.470819171760448,0.163,1.46898667373272,2,"THCA"
"10",0.012568232243065,0.196,1.4303882812504,3,"LUAD"
"3",0.068240114074951,0.5,1.37654723701024,4,"BRCA_2"
"2",0.19437419678861,0.197,1.3649894987839,5,"BRCA_1"
"6",0.45855884106688,0.339,1.29610740498453,6,"KICH"
"11",0.479280299637184,0.112,1.22496273021592,7,"LUSC"
"8",0.215651531096125,0.23,1.20884092386442,8,"KIRP"
"4",0.0149686854063593,0.338,1.19532294963063,9,"COAD_READ"
"1",0.00158149471065262,0.887,1.1821170070269,10,"BLCA"
"7",0.0947581132824614,0.308,1.15396612776028,11,"KIRC"
"12",0.0114843760727366,0.261,1.07998902058572,12,"PRAD"
"15",0.011109360126638,0.748,1.00304125386756,13,"UCEC"
"5",0.0336986576067431,0.202,0.746633072211516,14,"HNSC"
"9",0.000636037058914582,0.184,0.259192091990743,15,"LIHC"
