"","likelihood","bart","expr","rank_size","cancer"
"1",0.00688068770570421,0.217,0.556624879443708,14,"BLCA"
"2",1.49823467214193e-08,0.456,1.46437109489225,2,"BRCA_1"
"3",0.39989479484322,0.165,1.25881647272789,3,"BRCA_2"
"4",0.225043834747525,0.499,1.03920962024823,8,"COAD_READ"
"5",2.19714382558773e-19,0.685,1.23855562103269,4,"HNSC"
"6",0.0848286410669418,0.449,1.22954686152706,5,"KICH"
"7",0.406961632161965,0.926,0.942931388434212,9,"KIRC"
"8",0.00157151778928226,0.693,0.568376196534467,13,"KIRP"
"9",0.888221404287434,0.696,0.133550270946623,15,"LIHC"
"10",0.209129782294747,0.526,1.12412081051506,6,"LUAD"
"11",1.41251176545365e-10,0.402,1.53503195784971,1,"LUSC"
"12",0.0132004017678797,0.71,0.693322053364276,11,"PRAD"
"13",0.745717042205201,0.756,1.08142709195456,7,"STES"
"14",0.261830866845932,0.845,0.673715544002286,12,"THCA"
"15",0.0291532627872253,0.157,0.882351729015608,10,"UCEC"
